"","X","Cluster","hsa-miR-101-3p","hsa-miR-145-5p","hsa-miR-181c-5p","hsa-miR-19a-3p","hsa-miR-221-3p","hsa-miR-34a-5p","hsa-miR-92a-3p","hsa-miR-105-5p","hsa-miR-185-5p","hsa-miR-411-5p","hsa-miR-520b","hsa-miR-106a-5p","hsa-miR-148a-3p","hsa-miR-19b-3p","hsa-miR-98-5p","hsa-miR-125a-3p","hsa-miR-422a","hsa-miR-520d-5p","hsa-miR-512-3p","hsa-miR-106b-5p","hsa-miR-152-3p","hsa-miR-18a-5p","hsa-miR-20a-5p","hsa-miR-23b-3p","hsa-miR-372-3p","hsa-miR-99a-5p","hsa-miR-125a-5p","hsa-miR-222-3p","hsa-miR-425-5p","hsa-miR-520f-3p","hsa-miR-518e-3p","hsa-miR-124-3p","hsa-miR-155-5p","hsa-miR-184","hsa-miR-20b-5p","hsa-miR-24-3p","hsa-miR-99b-5p","hsa-miR-125b-5p","hsa-miR-28-5p","hsa-miR-433-3p","hsa-miR-521","hsa-miR-150-5p","hsa-miR-130b-3p","hsa-miR-15a-5p","hsa-miR-190a-5p","hsa-miR-21-5p","hsa-miR-27b-3p","hsa-miR-454-3p","hsa-let-7a-5p","hsa-miR-126-3p","hsa-miR-29a-3p","hsa-miR-452-5p","hsa-miR-523-3p","hsa-miR-136-5p","hsa-miR-15b-5p","hsa-miR-193b-3p","hsa-miR-210-3p","hsa-miR-29b-3p","hsa-miR-519a-3p","hsa-miR-148b-3p","hsa-miR-320a","hsa-miR-491-5p","hsa-miR-708-5p","hsa-miR-517a-3p","hsa-miR-205-5p","hsa-miR-16-5p","hsa-miR-196b-5p","hsa-miR-214-3p","hsa-miR-301b-3p","hsa-miR-137","hsa-miR-149-5p","hsa-miR-363-3p","hsa-miR-517c-3p","hsa-miR-93-5p","hsa-miR-518b","hsa-miR-143-3p","hsa-miR-181a-5p","hsa-miR-199a-3p","hsa-miR-218-5p","hsa-miR-324-3p","hsa-miR-9-5p","hsa-miR-100-5p","hsa-miR-17-5p","hsa-miR-370-3p","hsa-miR-518d-3p","ACR2B","BHLHE22","CORO1C","MDGA2","NRXN1","SATB2","TAGLN3","TUBA1A","ZFHX3","ADCY4","DDAH1","ETV5","ADRA2A","CBX1","CUX1","MEF2C","POU2F1","SCN3B","TCF4","TUBB3","ZFHX4","AGT","DLC1","FAM107A","ALDOA","CBX2","DHFR","MIR137HG","POU3F1","SEMA3C","TGFBR1","UBA1","ZHX2","AQP4","DLX2","FBXO32","ANK2","CBX5","DLL1","NFASC","PTPRD","SEZ6","THBS1","UBA5","ZIC5","BMPR1B","DLX5","FN1","ASCL1","CDK5RAP1","DPYSL3","NFIB","QKI","SNAI2","UBE2R2","C3","DLX6-AS1","GLI3","AUTS2","CLOCK","ELAVL2","NOVA1","RBFOX1","SNX7","TNRC6C","UBE4B","CLDN10","ENG","GPX3","BAZ2A","CNN3","FGF12","NR4A1","ROBO2","SOX11","TSC22D1","VCPIP1","TNC-31358-i20","CLU","EOMES","GRIA2","BCL11B","CNTNAP2","KIF26B","NR4A2","RUNX1T1","STMN1","TSC22D2","ZEB2","ZIC2-12291-i0","CSF3R","ERBB4","HES1","HOPX","NEUROG1-2E","PTPRZ1","APC","CENPF","FOXN4","GPSM2","LRIG3","PAG1","PRKCI","SALL3","TBR1","IFITM1-2B","NKX2-2","SATB2-3H","ASCL1-1","Cldn11","GAD1","HES1-1","MAGOH","PALLD","PRKCZ","SLC1A3","TFAP2C","ITGAX-2G","NRP1-3F","SEMA3C-3G","ASPM","COL4A5","GADD45G","HES5","MARCKS","PARD3","PROM1","Sox10","TJP1","LIFR","OLIG1-3A","SFRP2","ATAD2","COL4A6","GAPDH","HSPB1","MKI67","PARD6A","Prss12","SOX2","Tmem88","LRIG3-1","OLIG2-3B","SLA-3D","ATF2","CTNNA1","GFAP","IGFBP5","NES","Parp10","PSAT1","SOX21","VCL","MOXD1","PDGFD","SOX2-1","BRCA1","CTNNB1","GIGYF2","ITGB3","NEUROG2","PAX6","PTPRM","SOX3","VIM","NEUROD4","PDGFRA-3C","STOX1","BTG2","CUX2","GJA1","Itih4","Nipsnap1","Pcbp2","RBFOX3","SOX5","ZBTB20","NEUROD6","PPP1R17","TAGLN2","TPGS2","Dcbld1","GJB2","Lims2","NKX2-2-1","PDGFD-1","RPS5","STOX1-1","ZIC2"
"242","cp17_S66",8,0,0,558.4011084,937.374829,0,613.7159975,2078.774656,0,0,0,667.0812726,5589.208736,0,7430.512449,0,74.15901902,5.400136706,0,0,4321.300461,0,0,3462.712202,0,122.3416662,0,36.51760109,1229.478533,0,0,3601.623288,0,12.48943882,0,75.54353552,1913.187739,1908.736483,4494.377463,19.13148545,0,10.79568622,951.0990468,473.0379599,0,0,0,0,653.2778005,45.09860318,0,12.73411193,0,590.4149879,0,0,0,0,0,0,0,946.1085711,0,2041.537673,0,362.2864392,1393.044143,0,0,64.90920764,0,234.2287228,0,0,0,0,0,1362.565247,0,1549.944343,359.1975053,9767.946106,0,4937.81541,0,249.3431674,1631.065948,0,5189.935181,0,3794.409907,8095.003562,3679.387529,19802.26608,0,0,0,2831.020665,9242.409522,4466.783546,2414.160327,9553.025531,2904.216489,2322.687736,1307.514939,11935.42005,0,0,0,647.3245794,1080.745036,0,0,0,3061.036877,6313.527285,0,4534.97405,0,0,0,0,4415.762824,2522.355259,0,3341.693094,6906.422987,4570.883362,9630.066332,2012.954936,0,0,0,0,0,0,6417.967706,2036.375834,0,0,3309.112971,0,0,0,1119.181737,0,2486.845983,2199.626047,4740.656315,2860.363156,2791.202694,0,0,0,0,339.014836,4959.469714,2506.10637,0,417.5807814,11302.66674,753.1264142,0,0,58.7107066,0,1237.14385,0,0,2969.491062,899.4993913,2835.894289,8968.973515,357.1754644,5823.076452,0,0,0,0,0,1088.385224,1196.051997,2078.658343,0,0,0,0,0,0,0,1686.291122,0,0,8993.594765,0,0,0,0,657.5441703,0,0,0,0,0,0,6439.948206,0,0,1362.895054,0,593.5334198,0,0,0,0,0,0,0,0,0,3978.219764,0,0,0,916.4670171,0,707.7829728,0,0,3620.063415,0,0,0,0,0,111.2225266,0,0,0,0,0,0,0,212.580089,0,0,0,278.3260492,634.7442607,0,561.5738219,0,0,2018.173799,942.6826138,0,0,0,398.6381614,2189.178215,472.2207838,0,0,0,0,1259.862109,404.8357651,0,0,0,0,0,2187.015576,1907.65971,0
"243","cp17_S68",8,0,0,636.1687808,1499.215221,249.8390425,130.9866254,344.0836345,334.0872477,0,0,357.2908233,7414.41956,0,9302.296858,0,42.30193962,0,0,0,5336.617111,0,0,3731.666157,0,23.98816024,1368.19303,242.7001685,653.0101608,0,39.21595898,1203.739439,817.4919988,23936.16094,0,706.7734496,0,2931.902912,5807.807377,0,0,22.51947244,567.2534606,1557.646168,0,0,0,0,58256.56732,207.0597583,0,644.2318713,0,378.0839443,12.50755924,633.9826505,0,0,0,0,0,1229.793264,0,1800.454337,0,264.4864137,729.2455943,0,0,1.442821103,0,1926.843121,267.5500327,0,0,75.42471004,0,1389.362588,0,909.7762797,505.5058859,10451.92915,1706.138949,5771.967295,0,363.6934227,1341.841116,0,4430.792501,0,4155.104412,13899.56777,4397.348199,25493.42103,4562.764159,0,0,638.9587605,8761.397123,7973.501604,5151.291318,7488.235437,0,5130.942882,11040.43331,18670.24223,0,0,0,0,3153.703677,0,2450.589743,0,2192.632551,6460.070638,2878.495746,2425.249637,0,0,0,0,4943.418733,8303.97454,0,4712.24456,7321.048897,6011.359415,5191.305841,4017.072753,0,0,0,0,330.0082189,0,11941.37387,2827.446743,0,0,3443.817999,0,0,0,2478.600377,0,0,4450.649534,7077.957874,4588.763935,0,1357.502378,0,3626.18666,0,0,294.642918,0,2589.807013,0,19126.45598,5574.2095,0,0,750.9569892,0,2427.702199,0,0,6178.491685,1446.617902,0,12118.7462,0,10423.31749,0,0,0,0,0,0,4362.053654,2203.334157,0,0,0,0,0,1691.944365,0,2768.062035,0,0,14249.55262,509.4039707,0,0,0,0,159.1664397,1362.059597,441.3917838,0,0,0,7014.114202,0,0,782.9534363,0,743.2499238,0,0,0,0,0,0,0,0,0,4895.322123,0,0,0,1519.792797,2023.336615,948.6880669,0,0,3490.157786,338.9544098,0,0,0,0,0,0,0,0,0,0,2204.258771,0,1958.311512,0,0,2430.103087,317.2106734,0,0,1545.99871,0,0,2022.892809,987.0743346,0,0,0,2479.92384,3639.450368,0,1142.119039,740.5123596,0,0,0,536.5499391,0,0,0,0,0,7010.954808,2150.746456,0
"244","cp17_S69",8,0,0,1289.942909,2436.994948,0,278.8108993,1662.905316,0,0,0,471.0513113,9492.509781,0,13222.68656,0,134.6241509,98.96407454,0,0,6388.614468,0,0,7139.973157,0,10.40965439,686.5435436,546.7042327,1254.439363,0,121.5679392,1820.684716,3153.864471,0,0,562.940828,0,4468.936051,8473.724477,0,0,36.67970129,983.8520728,2393.201497,0,0,0,1631.261079,139.7585248,341.0052381,596.0557111,299.9682974,0,152.4970918,5.97833375,472.6417458,0,606.1285571,0,0,0,838.9876303,0,1585.409318,0,353.9260041,1458.429618,0,0,1172.095535,0,1772.876426,1073.462963,0,22.60242396,2.419800635,0,2523.430548,0,920.2039379,246.4835584,18078.88772,971.8237769,8036.712988,0,0,0,0,319.9121543,0,6070.645782,15706.35021,2762.746574,19742.16672,0,0,0,2409.517828,7848.152473,6158.092744,2684.658821,13507.75138,3102.504419,4623.356114,4326.556148,14642.60501,0,0,0,0,4018.33566,0,0,0,5525.194476,3935.732192,518.8267321,4758.051312,0,0,0,0,5510.878425,4535.643487,0,3957.623868,7123.069542,5381.692071,5472.4509,3767.837865,0,1788.544551,0,0,719.088601,0,10000.33359,2705.348271,0,4564.548821,3353.7618,0,0,0,2468.577392,4197.409851,4780.559647,0,5267.27623,2954.014188,2446.625436,1394.027156,0,0,0,0,5652.046443,6218.221984,0,4694.434066,10907.20244,3800.097067,0,0,814.3669853,0,1756.54081,0,0,4950.163631,1101.96231,5661.702155,16397.12897,2186.434819,7805.629579,0,0,0,443.5612345,0,2403.834497,3142.355437,2496.373601,0,0,0,0,0,0,611.0792868,3041.518375,0,0,20744.58823,1283.275888,0,0,891.6339564,829.2585491,140.7506056,3418.01228,0,0,0,0,4825.562493,0,0,0,0,856.0883897,0,0,0,0,0,454.4562471,0,0,0,8586.149872,0,0,1254.25481,0,0,0,0,0,6814.732985,1947.480814,0,0,0,0,0,0,0,0,0,0,0,0,1607.490944,800.1302392,0,585.2380496,1482.64498,0,0,607.7681785,0,0,0,0,0,0,0,0,4327.399562,0,714.0310714,0,0,0,2146.800762,762.4240694,0,0,0,0,0,9433.546158,0,0
"245","cp17_S73",8,0,0,659.1505595,1546.390104,0,150.3241635,1643.052,0,0,0,422.8023734,6608.371032,0,9812.940451,0,4.02980848,39.61158007,0,0,5343.419152,0,0,5448.741887,0,130.7470586,252.0740096,159.8472684,403.6451299,0,0,3324.889974,0,13402.44505,0,580.2518512,0,2281.792852,6019.293088,0,0,8.162026841,781.4183151,681.9848403,0,0,0,0,61802.75037,0,0,117.5199637,0,613.9382878,0,0,0,152.300098,0,6.213277909,0,818.7524367,0,1317.275548,0,593.2602659,992.106821,0,0,1733.544421,0,285.7176638,6.249866225,0,0,15.30810116,0,1339.390811,0,840.890514,290.5728864,12932.93655,0,5864.734895,0,146.5076629,1401.96854,174.9897247,5326.916938,1604.323862,5908.049753,14075.0093,3446.609272,21631.27855,0,0,0,3108.97223,7869.429555,6218.69351,3293.196414,11630.71485,0,2781.508936,4536.254319,14625.51621,0,0,0,0,2843.190982,0,1946.117578,0,3025.21292,1906.471779,2489.485013,3543.338195,0,0,0,0,3999.842715,4998.011203,524.0408639,0,6352.857089,6278.691902,1153.174676,7895.497151,0,0,0,0,0,0,10551.52431,5400.421751,0,0,3698.438127,0,0,0,1985.448866,4120.28004,0,2577.598269,6829.697808,3156.633114,0,505.0658615,0,1581.050709,0,828.8462683,3569.75111,4600.490874,2804.187302,0,9401.476342,2575.114703,0,0,698.8917372,0,2357.640127,50.0890186,0,6131.089438,807.0177807,1936.470294,13506.22995,2615.253182,10939.12611,0,0,0,2389.384242,0,2056.815647,3604.025878,0,0,0,0,0,0,0,0,0,0,0,15102.84047,0,0,0,2668.624409,0,137.8197055,3198.577557,1024.351804,0,0,3405.94687,2301.362926,0,0,0,0,1257.023883,0,0,0,0,0,439.2872784,0,0,0,5724.707118,0,0,780.6813961,0,400.5436649,0,0,0,4114.846833,1398.668289,0,0,0,0,0,0,0,0,0,943.6913212,421.9378982,0,2697.844368,0,0,602.6494199,0,0,0,1033.111319,0,0,5268.641351,0,185.6154114,0,0,1705.382462,3887.899995,488.7842913,1470.867862,0,0,0,2177.69368,822.1946249,0,0,0,0,925.384382,6432.400365,4567.332561,0
"246","cp17_S75",8,0,0,409.5279988,1650.458497,0,568.33581,1459.745294,0,0,0,403.1603529,8208.33101,0,10169.54386,0,0,396.6408286,0,0,6428.775006,0,0,6115.951073,0,7.180000428,0,0,1196.070742,0,0,3353.352128,1643.501144,22605.21627,0,814.0664261,3215.818214,227.371827,5941.028483,0,0,76.11883494,1004.109398,831.0137944,0,0,0,0,7.850062035,41.78224582,0,240.2783039,0,3668.654378,0,1181.270724,19.80392369,98.15482038,0,1.767251235,0,640.6226558,0,2109.45627,0,508.3968143,673.8196893,0,8782.944245,38.76320219,150.6410938,2444.028435,31.72618586,0,0,122.9800629,0,907.3454333,0,59.67676475,24.55790651,11932.96318,0,6690.236752,0,275.2019009,0,0,4812.342069,1038.466438,2165.001576,15285.52756,2371.928408,21545.25801,0,0,0,3671.224731,3786.500162,7783.223526,3655.240887,13564.9981,320.9815203,4183.179442,8132.821616,18200.02479,0,0,0,245.1935469,2689.121425,927.9680893,630.6477112,0,3671.752997,4141.458538,3101.361955,4578.61172,2874.31924,0,0,0,7417.386831,6517.382668,0,3632.652038,7023.681307,3053.34826,8686.517327,3538.608438,0,0,0,0,0,2483.929824,11129.65626,5786.355935,0,0,10400.59032,0,0,0,2109.044755,0,3854.10473,3833.619962,8046.132944,2852.407021,308.3767612,729.5149255,0,1950.987001,0,746.1198239,5033.931798,5213.741031,2275.084626,538.3560457,16187.89398,0,0,0,693.8779445,0,3999.336728,0,0,2205.296382,543.4726561,6469.976021,18498.49044,926.3725666,9150.013046,0,0,0,0,0,1795.572611,4885.768919,1415.523132,3056.42378,0,0,0,0,2334.09516,0,2561.651416,0,0,15775.9329,0,0,0,0,0,68.50833819,1002.986398,310.0357433,0,0,0,4230.039163,0,0,0,0,520.30791,0,0,0,0,0,889.7225792,0,0,0,6532.477477,0,0,0,739.5883888,0,0,0,0,9501.298314,445.2039384,0,0,0,0,0,299.2310022,0,0,0,0,0,0,1011.13547,377.3186537,0,0,264.0615883,0,736.4468101,2945.047749,0,0,0,0,0,0,0,1021.298163,4123.852624,0,551.0153789,0,0,0,801.2349623,387.8917119,0,0,0,0,0,7680.779218,0,0
"247","cp17_S76",6,0,0,0,493.9251242,0,484.2649794,461.4221851,0,0,0,388.4887942,810.6969387,0,3104.363894,0,4.08028268,0,42.414936,0,639.0459499,0,0,429.1894922,0,12.4455935,0,158.4916676,379.0708055,0,0,3968.995882,0,10.48325234,1.868128319,0,0,0,1570.427341,0,0,9.961120836,1874.714462,147.7374893,0,0,0,24.52145721,53886.15236,2.35129971,0,24.18444181,0,968.8642467,0,0,0,0,0,0,0,0,0,430.0059821,0,523.536187,337.8983991,0,30458.14892,0,0,765.7475735,55.35875567,0,0,6.661601343,0,0,0,20.63519948,864.3622977,2470.462831,0,1050.087407,0,0,0,0,638.9881205,0,4258.159691,0,0,351.0713278,0,0,0,0,4558.858135,6253.935024,0,506.759084,0,0,5518.54972,4425.668849,0,0,0,542.9999557,1466.351476,3208.016096,3374.353502,2395.222818,0,0,0,3193.406478,0,0,1393.192494,0,0,1739.623792,0,0,3206.134081,1337.897494,5469.945032,4604.297488,0,0,0,311.4055475,3283.389448,0,4399.450182,0,4258.613026,745.6519802,0,0,1202.22977,0,923.788227,3118.720892,1887.226321,0,0,4145.938082,0,0,0,2432.105861,0,2354.614428,464.4204532,0,2628.071343,0,5902.80235,2936.410936,0,0,629.3050675,0,2684.864166,92.2918325,0,0,1806.279325,0,2953.937252,0,0,0,0,5929.444081,986.6801638,0,2330.189541,0,689.0858822,0,92.77585909,0,0,0,2280.792429,0,0,0,0,96.80018771,3210.063887,0,1277.711734,1357.742478,0,63.05096713,0,0,0,0,0,0,0,0,0,118.7837151,85.01152203,2147.019085,0,0,0,0,1390.508183,0,0,0,2478.459158,0,0,374.4219608,0,3918.306017,0,0,0,0,1121.530298,0,0,0,0,0,0,843.5730206,0,0,0,3538.945453,0,2499.662158,0,0,502.7624491,773.2341738,274.0271939,0,710.8344417,0,0,3810.513946,0,0,0,0,647.4352496,1269.935268,0,0,0,0,0,560.0858344,0,0,0,0,0,0,0,3805.812365,0
"248","cp17_S77",8,0,0,88.67962135,1058.038966,0,418.7890774,2938.605686,0,0,0,452.5083096,4211.161298,0,7863.65275,0,51.05623645,60.96552847,0,0,4556.691534,1284.958753,0,2637.941919,0,13.51037852,1108.59231,247.2961836,1939.526551,0,0,3203.106296,0,16.86307772,0,702.132204,3207.10894,304.5168575,5411.648574,0,0,10.12536654,1965.662629,595.8611946,0,0,0,0,57.41014483,88.52665992,1231.766998,172.127718,0,120.6712689,0,2506.064194,1182.070212,0,0,0,0,1320.787339,0,425.6254491,1.567473856,434.5291615,0,0,17469.20895,95.5897273,152.8216869,0,199.8780281,0,0,22.49445004,0,527.3834873,0,0,170.8231314,11242.8194,1335.717857,3279.108799,0,0,0,0,3622.998906,5604.576453,4060.586652,0,0,18683.11581,2442.428671,0,0,4284.894609,4279.153244,6786.12799,0,9274.33822,0,4052.331127,6057.831796,9211.638659,0,0,1124.715232,911.2883886,2659.118878,379.9102707,5437.218858,3320.221016,2991.689637,2160.04278,0,6591.602068,0,0,57.72166319,0,2292.926747,5673.928676,3296.581835,5870.124494,9079.677562,8199.53187,5713.952726,7209.497189,0,0,0,0,479.3061779,0,9200.080727,9308.178747,4831.016634,0,7616.595636,0,0,0,1029.151208,0,0,4031.486009,7327.001598,0,2885.466298,1803.658046,0,2803.053102,0,1279.946186,2785.386385,2761.155484,1889.553897,4177.773868,9817.354289,3997.07229,0,596.8063932,627.732855,0,2095.606962,7394.138466,0,0,3344.563775,4358.812665,11054.23192,0,4025.194858,0,0,0,1559.134275,0,3120.440462,1194.067079,2512.223084,0,0,0,0,0,1067.959399,0,3126.395726,0,0,0,532.5764905,0,0,1859.011359,0,176.4872473,1281.070813,3122.803919,0,0,0,1951.402444,0,0,0,76.85916591,951.4601149,0,0,0,281.014252,0,1104.498225,0,0,0,2973.93365,0,0,1481.44427,0,5040.651753,1074.893135,0,0,5880.742356,439.5862698,0,0,1726.274219,0,346.336661,190.2021468,951.6214362,0,0,0,4923.430815,0,2526.676444,0,0,157.8271485,867.2985125,0,895.4517458,1476.939894,0,0,6086.415205,0,0,0,0,1987.681911,3111.022837,0,1022.354808,381.7808634,0,0,2948.50784,0,0,0,0,0,0,3975.153526,5757.792231,0
"249","cp17_S80",8,0,0,768.4827228,1108.799641,540.4246779,467.5902751,758.5777757,0,0,910.1337002,175.8243264,2599.004191,0,6277.764264,0,49.13714226,64.94607683,0,0,4066.299305,0,0,2236.480602,0,15.53056047,915.8121182,365.5742223,756.550025,0,0,1351.085374,0,0,0,4.878820415,195.5202568,0,4718.202979,0,0,3.515553342,184.5390667,0,0,0,0,0,53393.82843,138.5080109,1402.885977,219.3097018,0,368.9461843,0,356.4998291,0,0,0,0,0,1462.653548,0,99.54357944,0,432.7114856,604.4963068,0,0,188.4849843,0,0,20.34738416,0,0,2.919430436,0,1585.799763,0,0,291.522817,7670.321798,1280.69717,3365.706746,0,0,0,0,0,1383.641735,841.5454645,3560.346725,5055.482778,12279.93169,0,0,0,0,2109.702659,4464.818611,0,10551.82948,0,4047.226583,1787.095176,9967.879378,0,0,0,0,1612.407356,0,0,0,706.6013131,3434.939158,0,2603.062236,0,0,1133.085946,0,1478.551587,1997.259284,0,1043.085144,6214.059284,6174.047491,0,0,0,0,0,0,0,0,7771.079605,2866.352409,3553.046563,0,3581.270992,0,0,0,1999.310001,5068.148073,3624.987701,3648.990703,5460.669909,0,2129.93921,1401.393112,0,0,0,0,0,0,1449.157725,4571.853755,8825.625377,0,0,0,826.6859658,0,2391.907511,2807.257806,0,0,1289.125356,0,8366.186217,2104.123077,5347.369948,0,0,0,0,0,0,2019.876429,3330.875638,0,0,0,0,0,1413.120502,0,2146.115082,0,0,3141.504464,56.41732098,0,0,622.3398529,0,237.4505315,2872.389802,2175.67243,0,0,0,4019.693332,0,0,0,0,380.4519153,0,0,0,0,0,733.7971138,0,0,0,2081.188334,0,0,0,0,3232.974292,991.8397052,0,0,2753.89862,0,0,0,0,0,0,0,0,0,0,0,3306.006865,0,1869.429669,0,627.6147986,447.1346951,0,0,0,861.2456077,0,0,3397.972273,0,0,0,0,1154.132863,3408.325367,674.4033535,1315.597275,0,0,0,1195.410322,0,0,0,0,0,0,5559.905146,3027.887304,0
"250","cp17_S81",8,0,0,1078.234547,1619.961022,0,661.5471297,2818.093122,0,0,0,304.2280634,6963.099023,0,10553.1757,0,0,535.8966919,0,0,5010.094117,0,128.1342006,5842.418505,0,5.767219551,0,292.1333296,1121.009528,0,235.8115733,1551.934318,0,26.25373486,0,133.2007343,171.0042617,2314.12496,6479.025924,0,0,0,783.9191101,1981.824513,0,0,0,0,61995.89098,0,81.10000566,745.3691895,0,244.1292704,48.27160262,0,0,327.6939438,0,0,0,621.4242194,0,2710.724313,0,644.1638345,952.6824519,0,33777.6618,151.7470168,0,3060.378845,3.902534862,0,0,25.03699722,0,2338.843169,0,1975.0672,410.7274658,12011.72183,0,6391.127175,0,0,0,0,1550.537621,0,2753.237042,6773.00934,4673.211851,15633.01701,0,0,0,0,7019.024723,3905.882326,2294.054841,5808.778328,0,2410.917419,4782.941697,9107.405216,0,0,0,0,820.1670814,0,3956.907761,0,1384.076371,2937.15345,2114.224291,3398.323795,0,0,0,2187.256386,3975.639354,2724.80154,0,0,812.8845513,0,1924.639943,0,0,0,0,0,0,0,7136.029035,0,4763.265978,0,3973.060591,0,0,237.8382248,812.9151161,1305.106718,0,0,323.7539501,0,0,1066.320594,0,0,0,0,2382.057074,0,0,0,12432.43424,0,0,0,719.3109844,0,0,0,0,3624.023864,0,2287.940645,8600.107989,2166.525843,2917.639952,0,0,0,0,0,0,658.2862005,0,0,0,0,0,0,1797.531622,0,0,0,0,7677.198845,0,0,0,0,0,96.29111144,2459.965471,0,0,0,0,3191.419693,0,0,0,0,694.7192243,0,0,0,0,0,0,0,0,0,3604.442601,0,0,1323.158967,946.7739918,0,0,0,0,2461.823975,880.6242546,0,0,0,0,0,0,0,0,0,0,0,0,802.5160747,0,0,0,1168.479315,0,0,1150.259244,0,0,0,0,0,0,0,0,2077.190987,0,0,0,0,0,0,802.4514925,0,0,0,0,0,5000.951593,0,0
"251","cp17_S82",1,0,0,1627.57029,2220.439196,0,521.7950128,3128.832442,0,921.4457885,0,0,7293.493226,0,13330.60905,0,0,126.3704015,0,166.5262326,6916.395603,0,0,5984.857743,0,5.120618949,1152.946485,531.3317908,1751.347998,0,0,1676.445787,569.9330161,75.5359611,0,460.4687644,0,0,8109.026124,0,0,14.86394857,806.4085808,1112.927019,0,0,0,0,354.1798288,0,0,390.8043038,0,0,0,0,0,0,0,0,0,1203.5714,0,2300.841616,0,654.6204991,789.4361119,0,18574.33191,657.328713,0,267.4666861,0,0,0,12.93593572,0,2532.20485,0,87.09554224,195.0273288,11576.27601,1121.714145,7040.567521,0,110.7306245,1348.026769,0,5156.569086,572.3509602,4178.516131,5472.262077,3405.678136,18498.76228,0,0,0,795.6556004,9432.354269,5957.278229,4672.895438,3644.621448,963.2601616,3492.936342,7576.497836,14765.22003,0,0,0,0,2915.481444,367.0357866,0,0,2719.496418,5853.921057,1607.666662,1060.953087,3414.593361,0,0,0,5711.811408,2134.208514,1901.997145,2392.645352,6537.993217,1228.507185,334.8313727,0,0,0,0,0,0,0,7417.489787,1426.45153,2537.67376,0,2370.132913,0,0,0,1904.510986,0,3510.633426,2273.72905,3754.284457,3065.951925,2895.13642,0,0,0,0,0,3928.970949,1696.334538,0,0,13887.00291,2290.432887,0,0,693.8866091,0,0,0,0,5295.619316,694.1062359,0,9314.690706,2352.645754,2896.743756,0,0,0,2434.314807,0,0,3095.275062,1981.153068,0,0,707.195216,0,0,1912.639002,0,3026.555528,0,0,6400.101878,109.0795255,0,0,2932.11472,433.1357774,96.71974461,2096.437049,870.6739867,0,0,2052.554281,6900.928476,0,0,0,0,617.6126234,0,0,0,0,0,410.3686242,0,0,0,4931.298623,1944.204115,0,1286.638082,971.9864319,3505.927154,0,0,0,5743.25843,0,0,0,0,0,0,0,0,0,0,0,3081.071987,0,810.0619595,350.3003538,0,2721.048243,437.1954905,0,842.539556,0,0,0,3516.571681,0,0,0,0,1211.687888,3809.080467,0,791.0052748,0,0,0,0,1117.170308,0,0,0,0,0,4041.834447,3191.5087,0
"252","cp17_S84",7,0,0,0,737.4336067,0,1095.288992,776.9313005,0,0,0,129.9591606,2967.318299,0,4599.998387,0,6.319503848,140.2011249,70.60946106,0,3300.703471,0,0,1547.665514,0,91.24097764,892.1620431,0,0,0,0,2320.150218,1563.300271,2.561463315,4.807633219,0,0,78.83083686,878.4282399,0,0,33.52171058,2360.387986,0,0,0,0,0,61682.00987,0,195291.8236,0,0,158.5063167,0,0,0,0,0,0,0,270.2017278,0,1428.078203,22.8781664,398.696721,0,0,19553.43715,0,0,0,19.2209411,0,0,53.20782238,0,357.616673,0,2226.622724,209.3328939,4045.84423,1335.354335,3182.390987,0,736.1900113,0,0,0,2426.818409,2132.443911,0,0,6954.663878,0,0,0,0,2381.200439,6874.621481,0,0,0,0,0,4432.949017,0,0,0,0,1056.960477,0,0,0,2776.427811,0,0,455.4509467,0,0,0,0,0,1989.863158,0,0,1773.997037,0,3763.553045,2635.259146,0,0,0,0,173.4402877,0,0,0,0,0,1261.859899,0,0,0,723.9903863,0,0,0,0,0,0,0,0,2110.343522,0,0,560.5628865,0,2362.718823,0,3022.308228,3138.537029,0,0,665.1030608,0,0,78.60216336,0,0,778.2316152,0,1042.740378,0,0,0,0,0,2148.280839,0,1884.548998,998.5246722,0,0,0,0,0,0,0,0,0,0,0,0,105.8373226,0,0,2106.979862,0,98.03647218,0,2607.240261,0,0,0,0,0,0,0,138.7646408,0,0,0,0,0,0,503.7847811,0,0,0,2896.317657,0,0,519.6627163,0,3270.363071,922.7163881,0,0,0,0,0,0,0,0,0,262.4716049,0,0,0,0,2712.391306,0,1375.077408,0,0,666.7857559,0,0,1007.195205,1259.776575,0,0,3219.238257,0,0,0,0,1073.254737,283.9880996,0,0,0,0,0,0,0,0,0,0,0,0,2554.261053,3187.7307,0
